po_number,supplier_name,supplier_id,minority_supplier_certificate,sustainability_rating,financial_health_score,service_name,parent_category,category,description,catalog_id,route,equipment,total_weight_lbs,quantity,dimensions,distance_miles,base_rate_per_mile,fuel_surcharge,detention_rate_per_hour,liftgate_service_rate,total_estimated_cost,contract_utilised,payment_terms,currency,unit_of_measure,country,po_date,pickup_date,delivery_date,"
actual_receipt_date",special_instructions,additional_terms_and_conditions,additional_services,contract_id,contract_value,contract_term,contract_start_date,contract_end_date,authorized_by,ship_from,ship_from_address,ship_to,ship_to_address,department,cost_center,gl_account_id,requester
PO9933,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,2.75,0.13,79,0.12,14883,14883.3522,Net 30 days,USD,plt,US,8/22/2023,8/26/2023,8/28/2023,8/28/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Inside Delivery,CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Kelly Cohen,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Marketing,CC83,GL3338,Ratha Natarajanan
PO10002,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,2.75,0.13,96,0.12,14883,14883.3522,Net 30 days,USD,plt,US,10/31/2023,11/4/2023,11/6/2023,11/6/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Debris Removal, Pallet Jack",CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Michelle Schwartz,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Assembly,CC84,GL3338,Ratha Natarajanan
PO9877,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.75,0.13,93,0.12,7502,7502.095125,Net 30 days,USD,plt,US,12/1/2023,12/5/2023,12/7/2023,12/7/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Inside Delivery,CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Richard White,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9982,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,2.85,0.13,96,0.12,15145,15145.29228,Net 30 days,USD,plt,US,2/16/2024,2/19/2024,2/21/2024,2/21/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Jennifer Long,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Production,CC85,GL3338,Ratha Natarajanan
PO9875,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.85,0.13,93,0.12,7666,7665.807675,Net 30 days,USD,plt,US,2/28/2024,3/3/2024,3/6/2024,3/6/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Inside Delivery,CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Richard White,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9879,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.85,0.13,93,0.12,7666,7665.807675,Net 30 days,USD,plt,US,5/2/2024,5/6/2024,5/8/2024,5/8/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Inside Delivery,CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Richard White,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9894,Schneider National,SUP0055,yes,4.8,3.7,LTL,Transportation Service,Ground freight,"Schneider National-Access Schneider’s flexible network of prequalified carriers — along with our purchasing power — and simplify your LTL (less than truckload) shipping experience. Whether your freight is standard, expedited, over-dimensional, high-value or high-security, we provide reliable service that keeps your freight moving and your business ahead.",CAT6211,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,2.85,0.13,93,0.12,7666,7665.807675,Net 30 days,USD,plt,US,7/15/2024,7/20/2024,7/23/2024,7/23/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Inside Delivery,CON5342,6000000.0,5.0,10/10/2021,10/10/2026,Richard White,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9957,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,3.3,0.13,96,0.11,8153,8152.51415,Net 60 days,USD,plt,US,5/26/2022,5/29/2022,6/1/2022,6/1/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9959,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,3.3,0.13,96,0.11,8153,8152.51415,Net 60 days,USD,plt,US,9/1/2022,9/4/2022,9/6/2022,9/6/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9955,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,7000,7,48 x 40 x 60 (per pallet),327,3.3,0.13,96,0.11,12954,12953.51981,Net 60 days,USD,plt,US,9/21/2022,9/26/2022,9/28/2022,9/28/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9972,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,3.3,0.13,96,0.11,15684,15684.02264,Net 90 days,USD,plt,US,11/6/2022,11/8/2022,11/10/2022,11/10/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Debris Removal, Pallet Jack, Inside Delivery",CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Bethany Hartman,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Warehouse,CC82,GL3338,Ratha Natarajanan
PO9947,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,3.3,0.13,96,0.11,8153,8152.51415,Net 60 days,USD,plt,US,11/14/2022,11/19/2022,11/22/2022,11/22/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9950,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,3.3,0.13,96,0.11,8153,8152.51415,Net 60 days,USD,plt,US,11/24/2022,11/26/2022,11/29/2022,11/29/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9974,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,3.3,0.13,96,0.11,15684,15684.02264,Net 60 days,USD,plt,US,12/17/2022,12/21/2022,12/23/2022,12/23/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Pallet Jack, Debris Removal, Inside Delivery",CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Luis Jones,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Production,CC85,GL3338,Ratha Natarajanan
PO9944,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,3.3,0.13,96,0.11,15684,15684.02264,Net 60 days,USD,plt,US,12/21/2022,12/25/2022,12/27/2022,12/27/2022,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9987,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,3.4,0.13,96,0.11,15946,15945.96272,Net 90 days,USD,plt,US,1/4/2023,1/8/2023,1/10/2023,1/10/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Jessica Sawyer,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9951,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,3.4,0.13,96,0.11,8316,8316.2267,Net 60 days,USD,plt,US,2/25/2023,3/1/2023,3/3/2023,3/3/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9948,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,3.4,0.13,96,0.11,8316,8316.2267,Net 60 days,USD,plt,US,3/6/2023,3/11/2023,3/14/2023,3/14/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO10001,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,3.4,0.13,96,0.11,15946,15945.96272,Net 90 days,USD,plt,US,3/31/2023,4/2/2023,4/4/2023,4/4/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Pallet Jack, Debris Removal",CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Lisa Wood DDS,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9962,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,3.4,0.13,96,0.11,8316,8316.2267,Net 60 days,USD,plt,US,5/17/2023,5/19/2023,5/21/2023,5/21/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9952,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,7000,7,48 x 40 x 60 (per pallet),327,3.4,0.13,96,0.11,13183,13182.71738,Net 60 days,USD,plt,US,6/3/2023,6/8/2023,6/10/2023,6/10/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9956,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,7000,7,48 x 40 x 60 (per pallet),327,3.4,0.13,96,0.11,13183,13182.71738,Net 60 days,USD,plt,US,7/3/2023,7/8/2023,7/10/2023,7/10/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9960,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,3.4,0.13,96,0.11,8316,8316.2267,Net 60 days,USD,plt,US,8/16/2023,8/21/2023,8/24/2023,8/24/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9946,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,3.4,0.13,96,0.11,8316,8316.2267,Net 60 days,USD,plt,US,8/21/2023,8/25/2023,8/27/2023,8/27/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9997,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,3.4,0.13,96,0.11,15946,15945.96272,Net 30 days,USD,plt,US,9/20/2023,9/23/2023,9/25/2023,9/25/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Inside Delivery, Pallet Jack",CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Wendy Moore,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Marketing,CC83,GL3338,Ratha Natarajanan
PO9993,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,3.4,0.13,96,0.11,15946,15945.96272,Net 30 days,USD,plt,US,9/29/2023,10/2/2023,10/4/2023,10/4/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Brianna Bryan,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Production,CC85,GL3338,Ratha Natarajanan
PO9954,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,7000,7,48 x 40 x 60 (per pallet),327,3.4,0.13,96,0.11,13183,13182.71738,Net 60 days,USD,plt,US,12/25/2023,12/29/2023,12/31/2023,12/31/2023,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9968,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,3.5,0.13,96,0.11,16208,16207.9028,Net 60 days,USD,plt,US,1/2/2024,1/6/2024,1/8/2024,1/8/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Inside Delivery,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Mr. Dwayne Jones,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Production,CC85,GL3338,Ratha Natarajanan
PO9961,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,3.5,0.13,96,0.11,8480,8479.93925,Net 60 days,USD,plt,US,2/29/2024,3/4/2024,3/6/2024,3/6/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO10000,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,3.5,0.13,96,0.11,16208,16207.9028,Net 60 days,USD,plt,US,3/16/2024,3/18/2024,3/20/2024,3/20/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Debris Removal,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Kyle Flynn,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Marketing,CC83,GL3338,Ratha Natarajanan
PO9953,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,7000,7,48 x 40 x 60 (per pallet),327,3.5,0.13,96,0.11,13412,13411.91495,Net 60 days,USD,plt,US,3/18/2024,3/21/2024,3/24/2024,3/24/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9979,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,3.5,0.13,96,0.11,16208,16207.9028,Net 60 days,USD,plt,US,4/1/2024,4/5/2024,4/7/2024,4/7/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Debris Removal, Pallet Jack, Inside Delivery",CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Kristin Lang,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
PO9958,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,5000,5,48 x 40 x 60 (per pallet),327,3.5,0.13,96,0.11,8480,8479.93925,Net 60 days,USD,plt,US,4/26/2024,4/29/2024,5/2/2024,5/2/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,Pallet Jack,CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Amy Zamora,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Maintenance,CC80,GL3338,Ratha Natarajanan
PO9991,UPS Freight,SUP0056,yes,4.8,3.1,LTL,Transportation Service,Ground freight,LTL ground freight solutions match your shipment size even when you don’t have a full truck to fill. Coyote will help you identify modal conversion opportunities to maximize savings.,CAT8462,Ohio to Brampton,Dry Van,8000,8,48 x 40 x 60 (per pallet),327,3.5,0.13,96,0.11,16208,16207.9028,Net 30 days,USD,plt,US,6/14/2024,6/17/2024,6/19/2024,6/19/2024,"Liftgate required at delivery, Call 2 hours before delivery",Standard terms and conditions apply,"Debris Removal, Pallet Jack",CON7031,7000000.0,3.0,5/8/2022,5/8/2025,Chris Young,Foseco Manufacturing,"20200 Sheldon Road, Cleveland, Ohio 44142 USA",Easeworkai,"canada, L6P 0A1 (Brampton)",Finance,CC81,GL3338,Ratha Natarajanan
